event_id,user_id,event_type,event_at,referral_id,metadata_json
84,51,install,2024-06-08 21:02:22,,{}
85,51,app_open,2024-06-22 04:13:22,,{}
86,51,app_open,2024-06-14 17:36:22,,{}
87,52,install,2024-02-18 15:54:19,,{}
88,52,app_open,2024-02-22 18:14:19,,{}
89,52,app_open,2024-03-10 12:33:19,,{}
90,52,app_open,2024-03-13 20:14:19,,{}
91,52,app_open,2024-03-10 23:48:19,,{}
92,52,app_open,2024-03-19 03:57:19,,{}
93,52,app_open,2024-03-03 19:56:19,,{}
94,52,app_open,2024-03-02 07:42:19,,{}
95,52,app_open,2024-03-17 22:24:19,,{}
96,53,install,2023-02-07 00:00:00,,{}
97,54,install,2023-07-21 00:00:00,,{}
98,55,install,2023-08-30 00:00:00,,{}
99,56,install,2024-05-01 00:30:58,,{}
100,56,app_open,2024-05-04 06:05:58,,{}
101,56,app_open,2024-05-10 13:59:58,,{}
102,57,install,2024-05-23 13:28:40,,{}
103,57,app_open,2024-06-10 12:51:40,,{}
104,58,install,2023-04-30 00:00:00,,{}
105,59,install,2023-01-26 00:00:00,,{}
106,60,install,2023-03-20 00:00:00,,{}
107,61,install,2023-03-06 00:00:00,,{}
108,62,install,2024-02-15 02:13:28,,{}
109,62,app_open,2024-02-26 22:41:28,,{}
110,63,install,2023-10-24 00:00:00,,{}
111,64,install,2023-08-26 00:00:00,,{}
112,65,install,2023-10-24 00:00:00,,{}
113,66,install,2023-10-08 00:00:00,,{}
114,67,install,2023-12-01 00:00:00,,{}
115,68,install,2023-09-08 00:00:00,,{}
116,69,install,2023-01-05 00:00:00,,{}
117,70,install,2023-03-04 00:00:00,,{}
118,71,install,2024-04-18 05:08:40,,{}
119,71,app_open,2024-05-11 16:30:40,,{}
120,72,install,2023-09-25 00:00:00,,{}
121,73,install,2023-12-08 00:00:00,,{}
122,74,install,2023-03-27 00:00:00,,{}
123,75,install,2023-03-24 00:00:00,,{}
124,76,install,2023-01-15 00:00:00,,{}
125,77,install,2023-11-23 00:00:00,,{}
126,78,install,2024-03-08 03:49:19,,{}
127,78,app_open,2024-03-16 09:39:19,,{}
128,78,app_open,2024-03-22 14:11:19,,{}
129,79,install,2023-06-20 00:00:00,,{}
130,80,install,2023-11-18 00:00:00,,{}
131,81,install,2024-03-14 18:24:55,,{}
132,81,app_open,2024-03-21 13:50:55,,{}
133,81,app_open,2024-03-31 23:55:55,,{}
134,81,app_open,2024-04-06 03:06:55,,{}
135,82,install,2023-03-18 00:00:00,,{}
136,83,install,2023-04-16 00:00:00,,{}
137,84,install,2023-09-09 00:00:00,,{}
138,85,install,2023-05-21 00:00:00,,{}
139,86,install,2024-06-20 11:31:55,,{}
140,87,install,2024-04-29 21:07:07,,{}
141,87,app_open,2024-05-02 14:34:07,,{}
142,87,app_open,2024-05-06 00:24:07,,{}
143,87,app_open,2024-05-24 01:08:07,,{}
144,87,app_open,2024-05-08 02:30:07,,{}
145,87,app_open,2024-05-19 17:39:07,,{}
146,88,install,2023-09-27 00:00:00,,{}
147,89,install,2023-04-22 00:00:00,,{}
148,90,install,2023-03-05 00:00:00,,{}
149,91,install,2024-06-17 08:44:04,,{}
150,91,app_open,2024-06-18 23:30:04,,{}
151,92,install,2023-11-14 00:00:00,,{}
152,93,install,2023-10-12 00:00:00,,{}
153,94,install,2023-10-25 00:00:00,,{}
154,95,install,2023-02-22 00:00:00,,{}
155,96,install,2023-01-28 00:00:00,,{}
156,97,install,2023-05-04 00:00:00,,{}
157,98,install,2023-03-06 00:00:00,,{}
158,99,install,2024-05-19 23:00:38,,{}
159,99,app_open,2024-06-16 04:39:38,,{}
160,100,install,2024-01-01 11:58:12,,{}
161,100,app_open,2024-01-18 05:48:12,,{}
162,100,app_open,2024-01-02 07:12:12,,{}
163,100,app_open,2024-01-10 03:19:12,,{}
164,101,install,2024-01-09 22:02:33,,{}
165,101,app_open,2024-02-06 05:41:33,,{}
166,101,app_open,2024-01-19 10:08:33,,{}
167,102,install,2023-07-07 00:00:00,,{}
168,103,install,2023-10-24 00:00:00,,{}
169,104,install,2023-07-01 00:00:00,,{}
170,105,install,2023-03-25 00:00:00,,{}
171,106,install,2023-05-09 00:00:00,,{}
172,107,install,2023-04-06 00:00:00,,{}
173,108,install,2023-01-29 00:00:00,,{}
174,109,install,2023-10-03 00:00:00,,{}
175,110,install,2024-03-17 19:36:32,,{}
176,110,app_open,2024-03-18 22:44:32,,{}
177,110,app_open,2024-04-17 15:49:32,,{}
178,110,app_open,2024-04-10 06:37:32,,{}
179,111,install,2024-03-17 00:59:41,,{}
180,112,install,2023-11-27 00:00:00,,{}
181,113,install,2023-10-05 00:00:00,,{}
182,114,install,2023-12-06 00:00:00,,{}
183,115,install,2024-03-12 17:32:11,,{}
184,115,app_open,2024-03-25 05:12:11,,{}
185,115,app_open,2024-03-30 20:34:11,,{}
186,115,app_open,2024-04-09 19:09:11,,{}
187,115,app_open,2024-03-18 21:20:11,,{}
188,115,app_open,2024-04-03 13:45:11,,{}
189,115,app_open,2024-03-30 18:23:11,,{}
190,115,app_open,2024-03-31 03:39:11,,{}
191,115,app_open,2024-03-18 03:41:11,,{}
192,116,install,2023-06-12 00:00:00,,{}
193,117,install,2024-06-26 12:21:33,,{}
194,117,app_open,2024-06-28 03:22:33,,{}
195,118,install,2024-02-21 06:57:57,,{}
196,118,app_open,2024-03-02 19:04:57,,{}
197,118,app_open,2024-02-28 04:19:57,,{}
198,118,app_open,2024-03-19 14:45:57,,{}
199,119,install,2023-05-19 00:00:00,,{}
200,120,install,2023-05-12 00:00:00,,{}
201,121,install,2024-05-31 10:16:18,,{}
202,121,app_open,2024-06-15 18:21:18,,{}
203,122,install,2023-09-11 00:00:00,,{}
204,123,install,2023-08-30 00:00:00,,{}
205,124,install,2023-10-05 00:00:00,,{}
206,125,install,2024-04-23 07:39:17,,{}
207,125,app_open,2024-05-07 21:28:17,,{}
208,125,app_open,2024-05-10 21:35:17,,{}
209,125,app_open,2024-05-16 01:46:17,,{}
210,125,app_open,2024-05-13 05:14:17,,{}
211,125,app_open,2024-05-03 07:22:17,,{}
212,125,app_open,2024-05-05 03:35:17,,{}
213,125,app_open,2024-05-01 18:24:17,,{}
214,125,app_open,2024-05-11 23:00:17,,{}
215,125,app_open,2024-04-29 03:37:17,,{}
216,125,app_open,2024-05-08 22:43:17,,{}
217,125,app_open,2024-05-03 08:46:17,,{}
218,125,app_open,2024-05-08 13:09:17,,{}
219,126,install,2023-12-29 00:00:00,,{}
220,127,install,2024-02-13 22:28:28,,{}
221,127,app_open,2024-02-13 23:54:28,,{}
222,127,app_open,2024-02-21 15:06:28,,{}
223,128,install,2023-10-25 00:00:00,,{}
224,129,install,2024-01-02 19:21:44,,{}
225,129,app_open,2024-01-21 02:57:44,,{}
226,129,app_open,2024-01-25 14:55:44,,{}
227,129,app_open,2024-01-29 17:49:44,,{}
228,129,app_open,2024-01-13 02:50:44,,{}
229,129,app_open,2024-01-07 02:28:44,,{}
230,130,install,2024-04-03 08:03:22,,{}
231,130,app_open,2024-04-29 21:15:22,,{}
232,130,app_open,2024-04-16 23:03:22,,{}
233,130,app_open,2024-04-12 20:03:22,,{}
234,130,app_open,2024-04-25 09:43:22,,{}
235,130,app_open,2024-05-01 16:26:22,,{}
236,130,app_open,2024-04-12 13:31:22,,{}
237,130,app_open,2024-04-19 04:34:22,,{}
238,130,app_open,2024-04-29 10:40:22,,{}
239,130,app_open,2024-04-05 00:07:22,,{}
240,130,app_open,2024-04-05 05:31:22,,{}
241,130,app_open,2024-04-07 12:40:22,,{}
242,130,app_open,2024-05-01 17:22:22,,{}
243,131,install,2024-01-19 10:43:29,,{}
244,131,app_open,2024-02-08 18:18:29,,{}
245,131,app_open,2024-02-04 10:14:29,,{}
246,131,app_open,2024-01-25 12:04:29,,{}
247,131,app_open,2024-01-30 03:53:29,,{}
248,131,app_open,2024-02-16 09:38:29,,{}
249,132,install,2023-12-01 00:00:00,,{}
250,133,install,2024-04-11 21:49:43,,{}
251,133,app_open,2024-05-02 12:55:43,,{}
252,133,app_open,2024-04-14 09:55:43,,{}
253,133,app_open,2024-05-12 02:52:43,,{}
254,133,app_open,2024-05-12 04:13:43,,{}
255,133,app_open,2024-04-21 15:20:43,,{}
256,134,install,2024-01-15 12:53:50,,{}
257,134,app_open,2024-01-19 22:44:50,,{}
258,134,app_open,2024-02-12 03:23:50,,{}
259,135,install,2024-05-03 19:08:34,,{}
260,135,app_open,2024-05-31 08:18:34,,{}
261,135,app_open,2024-05-18 20:24:34,,{}
262,135,app_open,2024-05-26 19:01:34,,{}
263,135,app_open,2024-05-14 13:05:34,,{}
264,135,app_open,2024-05-23 22:33:34,,{}
265,136,install,2023-01-06 00:00:00,,{}
266,137,install,2023-04-17 00:00:00,,{}
267,138,install,2023-07-09 00:00:00,,{}
268,139,install,2023-01-02 00:00:00,,{}
269,140,install,2024-02-09 14:42:47,,{}
270,141,install,2023-02-17 00:00:00,,{}
271,142,install,2023-08-23 00:00:00,,{}
272,143,install,2023-09-13 00:00:00,,{}
273,144,install,2024-01-05 19:08:13,,{}
274,144,app_open,2024-02-02 01:33:13,,{}
275,144,app_open,2024-01-24 17:29:13,,{}
276,145,install,2024-05-23 23:03:29,,{}
277,145,app_open,2024-05-25 18:23:29,,{}
278,145,app_open,2024-06-18 04:23:29,,{}
279,146,install,2023-01-07 00:00:00,,{}
280,147,install,2023-03-22 00:00:00,,{}
281,148,install,2023-11-24 00:00:00,,{}
282,149,install,2023-09-09 00:00:00,,{}
283,150,install,2023-03-09 00:00:00,,{}
284,151,install,2023-10-11 00:00:00,,{}
285,152,install,2024-06-11 02:47:12,,{}
286,152,app_open,2024-06-16 03:25:12,,{}
287,153,install,2023-10-16 00:00:00,,{}
288,154,install,2023-06-07 00:00:00,,{}
289,155,install,2023-09-05 00:00:00,,{}
290,156,install,2023-12-09 00:00:00,,{}
291,157,install,2023-04-09 00:00:00,,{}
292,158,install,2023-01-04 00:00:00,,{}
293,159,install,2023-02-23 00:00:00,,{}
294,160,install,2023-10-12 00:00:00,,{}
295,161,install,2023-03-20 00:00:00,,{}
296,162,install,2024-06-04 09:01:20,,{}
297,162,app_open,2024-06-16 04:57:20,,{}
298,162,app_open,2024-06-08 09:51:20,,{}
299,162,app_open,2024-06-22 16:13:20,,{}
300,162,app_open,2024-06-11 14:20:20,,{}
301,163,install,2023-09-19 00:00:00,,{}
302,164,install,2023-03-11 00:00:00,,{}
303,165,install,2023-09-28 00:00:00,,{}
304,166,install,2024-06-13 22:26:38,,{}
305,167,install,2024-02-08 15:12:43,,{}
306,167,app_open,2024-02-24 05:15:43,,{}
307,168,install,2023-07-24 00:00:00,,{}
308,169,install,2023-12-18 00:00:00,,{}
309,169,app_open,2024-01-08 06:37:00,,{}
310,169,app_open,2024-01-04 13:58:00,,{}
311,170,install,2023-01-08 00:00:00,,{}
312,171,install,2024-04-05 12:34:03,,{}
313,172,install,2023-04-03 00:00:00,,{}
314,173,install,2023-07-25 00:00:00,,{}
315,174,install,2023-11-13 00:00:00,,{}
316,175,install,2024-01-02 17:36:58,,{}
317,175,app_open,2024-01-06 12:40:58,,{}
318,175,app_open,2024-01-10 15:47:58,,{}
319,175,app_open,2024-01-10 19:59:58,,{}
320,176,install,2024-01-05 03:30:41,,{}
321,176,app_open,2024-01-06 12:07:41,,{}
322,176,app_open,2024-01-06 17:29:41,,{}
323,176,app_open,2024-02-03 07:23:41,,{}
324,177,install,2023-02-08 00:00:00,,{}
325,178,install,2024-02-09 05:45:23,,{}
326,178,app_open,2024-02-12 18:31:23,,{}
327,178,app_open,2024-03-02 11:44:23,,{}
328,178,app_open,2024-02-09 09:37:23,,{}
329,179,install,2024-01-12 07:41:52,,{}
330,179,app_open,2024-01-12 07:45:52,,{}
331,179,app_open,2024-01-30 13:32:52,,{}
332,179,app_open,2024-01-12 19:21:52,,{}
333,180,install,2024-06-20 10:15:29,,{}
334,181,install,2024-03-27 21:30:00,,{}
335,181,app_open,2024-04-15 19:42:00,,{}
336,181,app_open,2024-04-20 20:26:00,,{}
337,182,install,2023-03-08 00:00:00,,{}
338,183,install,2023-10-31 00:00:00,,{}
339,184,install,2023-07-12 00:00:00,,{}
340,185,install,2024-03-23 05:50:32,,{}
341,185,app_open,2024-04-18 03:42:32,,{}
342,185,app_open,2024-03-23 08:23:32,,{}
343,185,app_open,2024-04-18 10:04:32,,{}
344,186,install,2023-01-10 00:00:00,,{}
345,187,install,2023-12-27 00:00:00,,{}
346,187,app_open,2024-01-23 11:30:00,,{}
347,187,app_open,2024-01-10 16:32:00,,{}
348,187,app_open,2024-01-07 16:11:00,,{}
349,188,install,2024-02-29 05:03:54,,{}
350,188,app_open,2024-03-10 07:58:54,,{}
351,188,app_open,2024-03-05 11:30:54,,{}
352,188,app_open,2024-03-20 14:25:54,,{}
353,188,app_open,2024-03-20 22:41:54,,{}
354,188,app_open,2024-03-21 00:45:54,,{}
355,189,install,2023-01-18 00:00:00,,{}
356,190,install,2024-06-27 02:03:08,,{}
357,190,app_open,2024-06-28 19:48:08,,{}
358,191,install,2023-09-04 00:00:00,,{}
359,192,install,2023-05-21 00:00:00,,{}
360,193,install,2023-12-11 00:00:00,,{}
361,193,app_open,2024-01-03 01:11:00,,{}
362,194,install,2023-07-19 00:00:00,,{}
363,195,install,2023-10-05 00:00:00,,{}
364,196,install,2023-01-28 00:00:00,,{}
365,197,install,2024-04-28 15:53:04,,{}
366,197,app_open,2024-05-24 14:14:04,,{}
367,197,app_open,2024-05-15 08:37:04,,{}
368,197,app_open,2024-05-24 16:47:04,,{}
369,197,app_open,2024-05-07 13:08:04,,{}
370,197,app_open,2024-05-27 14:10:04,,{}
371,197,app_open,2024-05-14 03:48:04,,{}
372,197,app_open,2024-05-14 18:03:04,,{}
373,197,app_open,2024-05-15 18:57:04,,{}
374,198,install,2023-12-02 00:00:00,,{}
375,199,install,2023-09-23 00:00:00,,{}
376,200,install,2024-04-29 14:44:13,,{}
377,200,app_open,2024-05-28 11:44:13,,{}
378,200,app_open,2024-05-03 09:37:13,,{}
379,201,install,2023-03-11 00:00:00,,{}
380,202,install,2023-10-03 00:00:00,,{}
381,203,install,2024-04-11 10:18:12,,{}
382,203,app_open,2024-04-13 01:56:12,,{}
383,203,app_open,2024-05-05 13:39:12,,{}
384,204,install,2023-02-16 00:00:00,,{}
385,205,install,2023-07-14 00:00:00,,{}
386,206,install,2024-05-09 03:57:58,,{}
387,206,app_open,2024-05-29 17:55:58,,{}
388,206,app_open,2024-05-25 12:46:58,,{}
389,206,app_open,2024-05-14 18:29:58,,{}
390,206,app_open,2024-05-23 12:21:58,,{}
391,206,app_open,2024-05-22 17:23:58,,{}
392,206,app_open,2024-05-21 18:27:58,,{}
393,206,app_open,2024-06-02 05:02:58,,{}
394,206,app_open,2024-05-19 12:59:58,,{}
395,206,app_open,2024-06-01 19:52:58,,{}
396,206,app_open,2024-05-31 23:18:58,,{}
397,206,app_open,2024-05-16 01:42:58,,{}
398,206,app_open,2024-05-12 18:29:58,,{}
399,207,install,2023-04-29 00:00:00,,{}
400,208,install,2023-03-01 00:00:00,,{}
401,209,install,2024-06-26 16:45:30,,{}
402,210,install,2023-01-26 00:00:00,,{}
403,211,install,2023-04-15 00:00:00,,{}
404,212,install,2023-11-21 00:00:00,,{}
405,213,install,2024-04-26 01:11:16,,{}
406,214,install,2023-10-03 00:00:00,,{}
407,215,install,2023-06-10 00:00:00,,{}
408,216,install,2023-11-11 00:00:00,,{}
409,217,install,2023-12-02 00:00:00,,{}
410,218,install,2024-05-29 11:54:11,,{}
411,218,app_open,2024-06-22 10:43:11,,{}
412,218,app_open,2024-06-14 06:36:11,,{}
413,218,app_open,2024-06-15 13:46:11,,{}
414,219,install,2023-12-14 00:00:00,,{}
415,219,app_open,2024-01-13 14:16:00,,{}
416,219,app_open,2024-01-02 20:32:00,,{}
417,219,app_open,2024-01-06 09:24:00,,{}
418,220,install,2023-01-13 00:00:00,,{}
419,221,install,2023-07-01 00:00:00,,{}
420,222,install,2024-03-30 00:09:38,,{}
421,222,app_open,2024-03-31 06:20:38,,{}
422,222,app_open,2024-04-25 08:46:38,,{}
423,223,install,2023-02-19 00:00:00,,{}
424,224,install,2024-01-08 21:40:14,,{}
425,224,app_open,2024-01-20 21:29:14,,{}
426,225,install,2023-04-20 00:00:00,,{}
427,226,install,2023-01-22 00:00:00,,{}
428,227,install,2024-03-04 07:53:10,,{}
429,227,app_open,2024-03-27 21:29:10,,{}
430,228,install,2023-05-07 00:00:00,,{}
431,229,install,2023-03-10 00:00:00,,{}
432,230,install,2023-08-31 00:00:00,,{}
433,231,install,2023-08-15 00:00:00,,{}
434,232,install,2023-11-03 00:00:00,,{}
435,233,install,2024-06-06 01:15:43,,{}
436,233,app_open,2024-06-17 01:21:43,,{}
437,233,app_open,2024-06-11 00:25:43,,{}
438,234,install,2024-01-05 04:06:53,,{}
439,235,install,2023-08-08 00:00:00,,{}
440,236,install,2023-10-09 00:00:00,,{}
441,237,install,2024-05-22 01:41:31,,{}
442,237,app_open,2024-05-24 05:13:31,,{}
443,237,app_open,2024-06-04 04:34:31,,{}
444,237,app_open,2024-06-10 13:04:31,,{}
445,238,install,2023-02-26 00:00:00,,{}
446,239,install,2024-01-28 02:25:57,,{}
447,240,install,2024-02-28 15:23:20,,{}
448,240,app_open,2024-03-14 21:57:20,,{}
449,240,app_open,2024-03-05 14:10:20,,{}
450,240,app_open,2024-03-12 22:13:20,,{}
451,241,install,2023-05-22 00:00:00,,{}
452,242,install,2023-02-13 00:00:00,,{}
453,243,install,2023-09-26 00:00:00,,{}
454,244,install,2023-11-01 00:00:00,,{}
455,245,install,2024-06-27 15:58:04,,{}
456,246,install,2024-01-20 03:54:31,,{}
457,246,app_open,2024-02-09 03:29:31,,{}
458,246,app_open,2024-02-12 22:58:31,,{}
459,247,install,2023-11-02 00:00:00,,{}
460,248,install,2023-01-10 00:00:00,,{}
461,249,install,2023-10-17 00:00:00,,{}
462,250,install,2024-04-05 04:43:56,,{}
463,250,app_open,2024-04-27 10:18:56,,{}
464,251,install,2024-04-20 11:03:26,,{}
465,251,app_open,2024-04-23 11:12:26,,{}
466,251,app_open,2024-05-10 02:14:26,,{}
467,252,install,2023-07-08 00:00:00,,{}
468,253,install,2023-07-19 00:00:00,,{}
469,254,install,2024-01-18 20:33:16,,{}
470,254,app_open,2024-01-26 16:00:16,,{}
471,254,app_open,2024-02-07 01:39:16,,{}
472,254,app_open,2024-02-09 01:32:16,,{}
473,255,install,2023-09-13 00:00:00,,{}
474,256,install,2023-08-07 00:00:00,,{}
475,257,install,2023-11-19 00:00:00,,{}
476,258,install,2023-03-07 00:00:00,,{}
477,259,install,2023-07-27 00:00:00,,{}
478,260,install,2023-09-02 00:00:00,,{}
479,261,install,2023-03-26 00:00:00,,{}
480,262,install,2023-10-24 00:00:00,,{}
481,263,install,2023-08-20 00:00:00,,{}
482,264,install,2024-03-22 05:33:49,,{}
483,264,app_open,2024-04-11 06:57:49,,{}
484,264,app_open,2024-04-18 20:58:49,,{}
485,264,app_open,2024-03-26 22:59:49,,{}
486,265,install,2024-04-01 10:42:14,,{}
487,265,app_open,2024-04-23 08:47:14,,{}
488,265,app_open,2024-04-26 13:51:14,,{}
489,265,app_open,2024-04-07 05:50:14,,{}
490,266,install,2023-11-02 00:00:00,,{}
491,267,install,2023-09-05 00:00:00,,{}
492,268,install,2024-01-01 19:13:38,,{}
493,268,app_open,2024-01-30 11:48:38,,{}
494,268,app_open,2024-01-25 16:16:38,,{}
495,268,app_open,2024-01-01 22:43:38,,{}
496,268,app_open,2024-01-12 09:56:38,,{}
497,268,app_open,2024-01-27 08:47:38,,{}
498,269,install,2024-05-07 09:59:12,,{}
499,270,install,2023-06-08 00:00:00,,{}
500,271,install,2023-11-14 00:00:00,,{}
501,272,install,2023-05-28 00:00:00,,{}
502,273,install,2023-11-21 00:00:00,,{}
503,274,install,2023-12-24 00:00:00,,{}
504,274,app_open,2024-01-17 15:41:00,,{}
505,274,app_open,2024-01-04 09:49:00,,{}
506,275,install,2023-09-19 00:00:00,,{}
507,276,install,2023-07-23 00:00:00,,{}
508,277,install,2024-03-21 22:42:48,,{}
509,277,app_open,2024-04-21 11:59:48,,{}
510,277,app_open,2024-04-11 03:48:48,,{}
511,277,app_open,2024-04-21 21:57:48,,{}
512,278,install,2024-02-03 22:13:47,,{}
513,279,install,2024-05-26 18:07:01,,{}
514,279,app_open,2024-06-01 11:11:01,,{}
515,279,app_open,2024-06-13 04:14:01,,{}
516,279,app_open,2024-06-03 08:44:01,,{}
517,280,install,2024-05-29 08:49:18,,{}
518,280,app_open,2024-06-26 01:14:18,,{}
519,280,app_open,2024-06-20 08:22:18,,{}
520,281,install,2023-12-26 00:00:00,,{}
521,281,app_open,2024-01-05 18:52:00,,{}
522,282,install,2024-06-25 13:19:22,,{}
523,283,install,2024-02-25 03:11:59,,{}
524,283,app_open,2024-03-14 16:48:59,,{}
525,283,app_open,2024-02-29 08:01:59,,{}
526,283,app_open,2024-03-20 02:49:59,,{}
527,283,app_open,2024-03-14 13:19:59,,{}
528,283,app_open,2024-03-08 23:02:59,,{}
529,284,install,2023-12-29 00:00:00,,{}
530,284,app_open,2024-01-23 04:09:00,,{}
531,284,app_open,2024-01-19 17:46:00,,{}
532,284,app_open,2024-01-04 06:46:00,,{}
533,284,app_open,2024-01-18 18:04:00,,{}
534,284,app_open,2024-01-24 11:15:00,,{}
535,285,install,2024-06-09 20:47:57,,{}
536,285,app_open,2024-06-19 05:33:57,,{}
537,285,app_open,2024-06-12 09:10:57,,{}
538,286,install,2023-01-05 00:00:00,,{}
539,287,install,2024-02-29 06:10:01,,{}
540,287,app_open,2024-03-05 04:23:01,,{}
541,288,install,2024-05-09 00:48:18,,{}
542,288,app_open,2024-05-21 12:42:18,,{}
543,289,install,2024-04-07 14:27:59,,{}
544,289,app_open,2024-04-16 05:56:59,,{}
545,290,install,2023-11-11 00:00:00,,{}
546,291,install,2023-04-17 00:00:00,,{}
547,292,install,2023-10-06 00:00:00,,{}
548,293,install,2023-11-26 00:00:00,,{}
549,294,install,2023-12-30 00:00:00,,{}
550,294,app_open,2024-01-28 12:14:00,,{}
551,295,install,2023-09-24 00:00:00,,{}
552,296,install,2023-10-05 00:00:00,,{}
553,297,install,2024-05-04 11:07:09,,{}
554,298,install,2023-11-23 00:00:00,,{}
555,299,install,2023-03-10 00:00:00,,{}
556,300,install,2023-05-26 00:00:00,,{}
557,301,install,2023-03-07 00:00:00,,{}
558,302,install,2023-01-24 00:00:00,,{}
559,303,install,2023-06-10 00:00:00,,{}
560,304,install,2023-01-19 00:00:00,,{}
561,305,install,2023-12-08 00:00:00,,{}
562,306,install,2023-10-01 00:00:00,,{}
563,307,install,2023-04-10 00:00:00,,{}
564,308,install,2023-12-12 00:00:00,,{}
565,309,install,2024-05-27 19:15:54,,{}
566,310,install,2024-01-02 21:07:02,,{}
567,310,app_open,2024-01-14 06:25:02,,{}
568,310,app_open,2024-01-26 00:34:02,,{}
569,310,app_open,2024-01-29 00:05:02,,{}
570,311,install,2023-06-17 00:00:00,,{}
571,312,install,2024-03-20 18:45:07,,{}
572,312,app_open,2024-03-21 18:49:07,,{}
573,312,app_open,2024-03-24 23:01:07,,{}
574,312,app_open,2024-04-10 09:09:07,,{}
575,313,install,2023-08-27 00:00:00,,{}
576,314,install,2023-06-13 00:00:00,,{}
577,315,install,2023-12-18 00:00:00,,{}
578,315,app_open,2024-01-07 00:35:00,,{}
579,315,app_open,2024-01-02 20:23:00,,{}
580,316,install,2023-10-02 00:00:00,,{}
581,317,install,2023-06-21 00:00:00,,{}
582,318,install,2023-03-29 00:00:00,,{}
583,319,install,2024-04-26 11:35:00,,{}
